f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,label
0.8418615782,0.9937250954,0.0131343766,0.6446788362,0.6453744001,0.7138446444,0.4490283886,0.8263401217,0.7641151128,0.1748952637,0.6066997818
0.3165469845,0.1014440348,0.8754236931,0.2846285673,0.3136921651,0.4529779549,0.0360362735,0.1131944661,0.9096388733,0.9477793309,0.4351362343
0.5135097699,0.499687776,0.9558066609,0.1451025121,0.7935656859,0.6102517927,0.2266484639,0.7062038928,0.8451181138,0.1069173142,0.5402811982
0.9917966421,0.6869796924,0.1006424096,0.0049310187,0.3316585287,0.7460168097,0.7187756631,0.7806869172,0.5723569319,0.4828907759,0.5416735389
0.9555821815,0.8889039163,0.5843348107,0.8310058746,0.1735324836,0.8980269763,0.2839838299,0.2095687571,0.0112214424,0.1936227032,0.5029782976
0.157348088,0.5247312123,0.6933104792,0.1131547494,0.6698337249,0.486876165,0.7234065421,0.8964821887,0.1930800583,0.5685246559,0.5026747864
0.003399503,0.1848767004,0.2555043483,0.1040419126,0.1898077191,0.5871628774,0.8500587223,0.9085833821,0.3678497947,0.4224156542,0.3873700614
0.391474158,0.3234319761,0.3113195705,0.9758089688,0.1544378512,0.4848520542,0.873835945,0.4384216811,0.6944208113,0.8850573879,0.5533060404
0.6320443843,0.8517688997,0.4097886002,0.3253548634,0.9649236491,0.079622325,0.8122310285,0.6883301912,0.9761045137,0.0053110868,0.5745479542
0.2568548471,0.9795040167,0.1901877872,0.5123591959,0.0835459293,0.3799955063,0.0995220733,0.9336046521,0.2885788884,0.467371868,0.4191524764
0.3560203062,0.6800530464,0.7908038446,0.6673398772,0.6558620157,0.9452416957,0.1521919314,0.5296979607,0.3836633768,0.8466127431,0.6007486798
0.4147553486,0.015707761,0.6983816428,0.8245439492,0.3410626245,0.6633052919,0.9041662742,0.1532936529,0.3516354831,0.8802707884,0.5247122817
0.1586047402,0.6084903302,0.8597748051,0.3487925273,0.120849526,0.9433207349,0.7287880341,0.2203715993,0.876925387,0.0173669225,0.4883284607
0.6877434677,0.2329456932,0.6974199694,0.4785473123,0.9002855704,0.353281985,0.4237890081,0.0524775023,0.8829799457,0.8074523848,0.5516922839
0.8990902454,0.2977352948,0.8231601459,0.5974718882,0.122279244,0.1642227704,0.2607771801,0.0264455182,0.3175164233,0.6124126632,0.4121111373
0.9067163067,0.4761211635,0.2209029933,0.7664911123,0.8249136913,0.3417525198,0.7098118472,0.5537017253,0.5621241191,0.5867372341,0.5949272713
0.5710686478,0.2498675869,0.8196829273,0.2684886171,0.7284148992,0.7199684982,0.6217706022,0.1522039073,0.7724460005,0.5047505484,0.5408662235
0.9596562921,0.6715362458,0.8024858432,0.782816438,0.269008134,0.9247650872,0.9470392084,0.5297853141,0.9512106054,0.2645556321,0.71028588
0.1421979773,0.8579269126,0.7406767956,0.3631009706,0.6244180249,0.5655904869,0.7048534905,0.3342298721,0.1192922122,0.2669776101,0.4719264353
0.9209671062,0.6903608604,0.516845197,0.7406500336,0.9588494776,0.2452600966,0.4606185318,0.5806200802,0.3974640039,0.2330645323,0.574469992
0.0853706286,0.3571202965,0.9046007781,0.8878564718,0.1399367345,0.1736089122,0.812621559,0.0869759433,0.7033942263,0.7638321645,0.4915317715
0.3515315754,0.8455922036,0.6217590771,0.092208371,0.2086931746,0.246177102,0.6577988584,0.9135466651,0.5804069741,0.7770910705,0.5294805072
0.1805242752,0.5013740803,0.467451931,0.6973694726,0.2420241144,0.426301409,0.9426295692,0.7026426462,0.0069214893,0.3400935731,0.450733256
0.9357071789,0.0922921179,0.6972138695,0.840307957,0.9801485897,0.8371506045,0.0139168696,0.7927701487,0.9241265478,0.7173110959,0.683094498
0.5566023132,0.2756581232,0.5629032999,0.1783613907,0.3678664942,0.7715964746,0.4245384927,0.0256653526,0.6851431397,0.0049454672,0.3853280548
0.8027564236,0.8656674153,0.5063195475,0.2702083546,0.5630368879,0.7483436619,0.6965097636,0.5056664571,0.4509863085,0.7034312529,0.6112926073
0.8457600302,0.3866934874,0.7957233707,0.5429739002,0.2270014444,0.7758719604,0.3801245047,0.2409183141,0.5686421092,0.3042510524,0.5067960174
0.9582294105,0.1252444228,0.5799091756,0.5211327104,0.3036058135,0.9477756699,0.292729185,0.7281443062,0.9734410229,0.9778723246,0.6408084041
0.7330897735,0.7761974465,0.84353974,0.2394093215,0.0464058011,0.4065766279,0.9877529833,0.7429155651,0.912243085,0.4387392919,0.6126869636
0.446346818,0.7580031157,0.8254327793,0.2420701892,0.3009770159,0.0524342242,0.0179421497,0.6811015205,0.2933525383,0.5865842593,0.420424461
0.985352573,0.2515819487,0.7118286821,0.5652617486,0.7727146591,0.0154344956,0.5130374185,0.0654438441,0.7435788019,0.4864784414,0.5110712613
0.0433161692,0.4766685758,0.2626758879,0.8868559091,0.7160778972,0.3090816895,0.2934325375,0.7038308806,0.0519972546,0.2056756224,0.3949612424
0.1425701729,0.4983440726,0.9636787381,0.9680029522,0.7404142618,0.264655754,0.0204371763,0.7583564119,0.9457572745,0.3137897151,0.5616006529
0.3449406712,0.9311098475,0.5653716638,0.0567693533,0.4963715961,0.3380863233,0.072203849,0.0094090151,0.4035301674,0.8157826508,0.4033575138
0.4958874565,0.4468463366,0.2924512266,0.7585633448,0.3337022462,0.0085291239,0.0676450343,0.6271347837,0.7123600049,0.1196422889,0.3862761846
0.8328104061,0.8549301778,0.6179863615,0.7964891447,0.82293313,0.3584006238,0.0611448986,0.8433703068,0.1167570357,0.0069021736,0.5311724259
0.1571600218,0.461697707,0.9380120211,0.7225316856,0.5184670603,0.4343836177,0.060618009,0.5906709093,0.4437926328,0.4641481768,0.4791481841
0.4064535601,0.9396800892,0.9109945134,0.6989047872,0.6982434341,0.2446967596,0.707433911,0.7658884684,0.8718315433,0.4197939159,0.6663920982
0.8855307573,0.7046419499,0.2747240937,0.5035171192,0.5011310945,0.0976572242,0.861917743,0.5622759932,0.9410275309,0.9786747787,0.6311098285
0.5691781668,0.0981875528,0.4403724857,0.5071901884,0.8207192384,0.958839546,0.9415738061,0.8813372478,0.5495104552,0.3853664389,0.6152275126
0.3454854246,0.9559640153,0.3250465281,0.256479938,0.6548688025,0.0232899627,0.5011766981,0.362302714,0.789178431,0.3730082414,0.4586800756
0.78209663,0.6747091888,0.0776501913,0.0568207242,0.178226308,0.5787812858,0.1544779483,0.040144051,0.1410572794,0.0955054793,0.2779469086
0.0188188297,0.7102354462,0.193693032,0.4591913153,0.2174256346,0.0144122704,0.4180308613,0.1589994407,0.8957495182,0.9675413165,0.4054097665
0.5443658796,0.2412349428,0.9235053319,0.8694124082,0.4977148813,0.5783741348,0.8927023709,0.9988915795,0.9406768489,0.6818808019,0.716875918
0.3718998209,0.7227734788,0.3565899907,0.4495500126,0.779594203,0.5348162986,0.0283312984,0.9340721513,0.5749603496,0.1693885778,0.4921976182
0.0295776306,0.5937791793,0.8796240245,0.2232706626,0.0529704946,0.0970496591,0.2376829335,0.4710013559,0.2560491003,0.1334324516,0.2974437492
0.4385426724,0.8004149799,0.3746673949,0.3620480048,0.6698273881,0.8723822762,0.9404221396,0.562529759,0.8712738557,0.8810989885,0.6773207459
0.2444105614,0.2431736765,0.6038724673,0.6010005521,0.6927236891,0.3834666708,0.1358168512,0.721054988,0.3175388221,0.7107772008,0.4653835479
0.8904435658,0.3471164531,0.3045563805,0.7700675903,0.5703871157,0.3575268751,0.8671172499,0.8080700492,0.8285282315,0.1231663502,0.5866979861
0.9415025013,0.2670709039,0.9235813301,0.3161698962,0.6291189087,0.5934087187,0.1885521724,0.5695410483,0.1559384777,0.0598260281,0.4644709985
0.4506400367,0.4003490391,0.3029997046,0.0545125045,0.0013495917,0.9957233942,0.4379791752,0.1371664428,0.7167783822,0.7555179973,0.4253016268
0.8479436436,0.607221948,0.1026344504,0.1525000241,0.3772895387,0.6730215666,0.5100268996,0.2444067886,0.4810916157,0.3385551311,0.4334691606
0.3675731388,0.422594117,0.605626035,0.2911544689,0.7387640132,0.2347449441,0.8845631876,0.9273161856,0.8042859924,0.0405016658,0.5317123748
0.9871422136,0.2549260296,0.4408507049,0.2901419187,0.3094385341,0.4422002966,0.2858653129,0.7474177093,0.5793667394,0.0026436951,0.4339993154
0.5029357066,0.4273103834,0.6098656431,0.6055701575,0.5798104075,0.9871551818,0.2785917241,0.0898373071,0.2315619704,0.7596833399,0.5072321821
0.4283924382,0.5991351092,0.1822774573,0.0340184737,0.8902895786,0.9210414705,0.2687634178,0.7748527662,0.8483576565,0.0730494102,0.5020177778
0.815354432,0.8354998701,0.3279754398,0.2562051374,0.1256417888,0.6374139739,0.6984054339,0.4115071017,0.3848316832,0.2777721738,0.4770607035
0.4141507968,0.8877673903,0.7050825572,0.0240164404,0.4933375479,0.2848929646,0.0111716222,0.771929272,0.3747302722,0.2427335931,0.4209812457
0.5316126118,0.8031227104,0.8418687023,0.7138900692,0.8371411841,0.7321582809,0.6349315401,0.105904602,0.5070110476,0.4832891966,0.6190929945
0.1789540127,0.3223654795,0.3187890667,0.5069294525,0.5785706169,0.444430856,0.1443434269,0.2769760513,0.8559379578,0.5291751102,0.4156472031
0.554748225,0.2700887551,0.4169425005,0.2598307822,0.2941051954,0.9102800484,0.5447237468,0.3052768176,0.6822093204,0.9194540191,0.515765941
0.5480104107,0.2138219327,0.72257673,0.3898791135,0.9277120018,0.5597179141,0.1220373944,0.562643542,0.6656225165,0.629048442,0.5341069998
0.0459327386,0.8445765292,0.951413922,0.3647218058,0.3515059818,0.5299845389,0.8091526618,0.4958494087,0.8069605902,0.6650906196,0.5865188797
0.0250245193,0.3617088152,0.9351793746,0.4419670198,0.6215395974,0.2292845701,0.3522470687,0.1662633447,0.5345613882,0.034456389,0.3702232087
0.0857173637,0.0825717989,0.2482783217,0.8082940937,0.4724509125,0.175990324,0.3680120083,0.5944883074,0.738633866,0.0336345248,0.3608071521
0.2235367494,0.784566605,0.878211054,0.1749506714,0.1492884108,0.2297170358,0.7049352108,0.9584410726,0.7255664449,0.5118958009,0.5341109056
0.6235316922,0.7505909642,0.8736046166,0.5587110673,0.192557984,0.495144214,0.7879956374,0.5448050527,0.6614075587,0.3225570256,0.5810905813
0.5792614422,0.7471249229,0.405128825,0.8275397639,0.5554190166,0.8775797375,0.0035300879,0.9234310249,0.4720680448,0.7421639543,0.613324682
0.9570655497,0.6956047947,0.5267305593,0.8352766037,0.870555466,0.6760189701,0.0649936399,0.5754906768,0.6344600427,0.7905600849,0.6626756388
0.0873864782,0.2579917349,0.5411510491,0.9609910948,0.8167028022,0.7337090331,0.4561353088,0.6046984401,0.2785140863,0.117542868,0.4854822895
0.9272554656,0.8577755284,0.8646677909,0.3323842906,0.6853152923,0.4200868076,0.2099640286,0.6888453807,0.3435178329,0.6820320734,0.6011844491
0.431009335,0.3005833826,0.377636868,0.9577398943,0.1358599868,0.2481923345,0.6337588644,0.2008536267,0.8236830113,0.2682189071,0.4377536211
0.9914137116,0.9110694895,0.526210642,0.5325647607,0.8720605844,0.3429134446,0.2662737938,0.3281958937,0.9476118847,0.54478788,0.6263102085
0.4457387617,0.8748673503,0.4025634085,0.3104065526,0.2072516414,0.0878787013,0.7304933602,0.41721567,0.776724082,0.0740111931,0.4327150721
0.0992477434,0.2077334169,0.3745945762,0.4768846119,0.1654733112,0.510454563,0.7250769464,0.7992321756,0.7113081897,0.5487599578,0.4618765492
0.0674510826,0.7027219012,0.4598294478,0.5936617246,0.2352866619,0.3318900322,0.9365751692,0.5015604557,0.6600859258,0.8841870539,0.5373249455
0.0463483362,0.1058246875,0.7590544047,0.4489117446,0.4162312401,0.9663060461,0.5367904459,0.1467246008,0.3835217161,0.3135145279,0.412322775
0.2207357939,0.4827694595,0.5212479448,0.5953303701,0.9596540714,0.686721256,0.1057849331,0.6847310178,0.4859534316,0.8170931228,0.5560021401
0.233490976,0.5534045142,0.519815024,0.6933204238,0.1470662393,0.7551016859,0.025210456,0.0836414085,0.256662142,0.6852963823,0.3953009252
0.9678284628,0.3030104782,0.7911210698,0.7268828675,0.7519222228,0.2073523104,0.6931889136,0.2887126692,0.3540769112,0.0767106297,0.5160806535
0.602227197,0.5748127052,0.5594800892,0.1234751423,0.1701430758,0.5191341611,0.8101963983,0.2759280088,0.2038651789,0.2961498303,0.4135411787
0.0930211321,0.4373561549,0.8495543445,0.612836156,0.1306765787,0.9966205838,0.3679378424,0.1558870352,0.0802619928,0.6245999844,0.4348751805
0.8411834175,0.0480904556,0.9276104625,0.6323044873,0.7749733231,0.6795326853,0.8396567977,0.4681622367,0.9682453545,0.1937337089,0.6373492929
0.5448728665,0.570472552,0.7685464146,0.1043529557,0.6939476943,0.9386894903,0.6234871168,0.5041440926,0.2146174992,0.8273522961,0.5790482978
0.8002939229,0.3076386312,0.264708451,0.6498482679,0.9204747877,0.3953850302,0.6464688517,0.2884126301,0.5512720654,0.7267308445,0.5551233483
0.9130126145,0.3924554829,0.7748213001,0.840623077,0.0247599701,0.5497946232,0.5201557623,0.8644167683,0.0179568599,0.4884011173,0.5386397575
0.0581504772,0.5628297264,0.0588736692,0.8266968918,0.6671826825,0.7528213635,0.7653863821,0.2906697993,0.2569654561,0.9800038817,0.521958033
0.1180220954,0.0572593794,0.2876425129,0.3827305469,0.7071076473,0.2081173006,0.7781155771,0.353576499,0.4965299307,0.3293876424,0.3718489132
0.080307344,0.4095425452,0.7218431253,0.855128644,0.2501656222,0.7466030954,0.4049232677,0.770321385,0.6110198637,0.4228801276,0.527273502
0.2587225023,0.6691703415,0.9857098544,0.3175961715,0.4958672333,0.6528925369,0.070417535,0.2612536158,0.9435623363,0.3273829911,0.4982575118
0.2412574976,0.0615844321,0.3846423705,0.5289000105,0.444314979,0.0917500178,0.7370173116,0.2224305561,0.4453265173,0.2335472424,0.3390770935
0.5518181985,0.5256338613,0.643089788,0.2736613238,0.3807625053,0.8932554103,0.0202644193,0.785685773,0.6635767953,0.6312842835,0.5369032358
0.208565901,0.9222992975,0.3004546249,0.1942757554,0.239895469,0.7963218582,0.8471682924,0.3103130041,0.057575474,0.7907306287,0.4667600305
0.6376959956,0.2988329716,0.8523150608,0.0223383661,0.8277329826,0.2966300398,0.1140883844,0.5647502942,0.5190605959,0.5594149018,0.4692859593
0.7982975366,0.0708787944,0.0850487631,0.4413873246,0.3445401182,0.4658112684,0.3346427353,0.364804538,0.2514970419,0.9982195306,0.4155127651
0.9960888214,0.4600629429,0.9205188286,0.2965434464,0.6543386984,0.1604142976,0.0928653046,0.5015069908,0.4707273021,0.150440779,0.4703507412
0.2922376194,0.1084232978,0.4492737507,0.1445526807,0.1307616639,0.2770067332,0.4411827205,0.2448500483,0.8417570274,0.9602433168,0.3890288859
0.8042649501,0.6400545645,0.0311221112,0.8893137132,0.0814418891,0.37566223,0.3551249821,0.4160846244,0.7404667679,0.606622024,0.4940157856
0.4143041554,0.7365555894,0.0666849669,0.3348229839,0.0330990357,0.7210236653,0.4952372815,0.1259643403,0.222530656,0.9659645837,0.4116187258
0.2764051193,0.5147682754,0.0743878814,0.7256788705,0.6593209561,0.2051495458,0.0026856037,0.100503677,0.4499995941,0.8444426316,0.3853342155
0.0607469939,0.2542645447,0.484497196,0.0918691051,0.1435782579,0.5659390851,0.4675313351,0.49870324,0.9820237099,0.207998103,0.3757151571
0.1053252639,0.3963278653,0.9445536924,0.1720102308,0.7311508493,0.9776527281,0.8930338961,0.2263881308,0.1036170688,0.1155645521,0.4665624278
0.1923527149,0.3800221882,0.630332828,0.2667405964,0.1057010586,0.2896537841,0.4718901422,0.1083866628,0.3901574612,0.9218897368,0.3757127173
0.9528292944,0.450904455,0.1761542815,0.4373264904,0.5427735606,0.3197325394,0.0032655755,0.0103048957,0.8184357798,0.9852892854,0.4697016158
0.2183029992,0.9237610437,0.3816171507,0.1628566915,0.095771275,0.112768,0.1405094201,0.9888051711,0.3391561313,0.2441264889,0.3607674371
0.1043697237,0.5315088462,0.6241486771,0.7347025517,0.7982494426,0.7298497362,0.0243563359,0.2701395852,0.838236399,0.4145137975,0.5070075095
0.192029322,0.7910656934,0.8654182525,0.3681836035,0.2283921838,0.4081918132,0.6879161429,0.2316577593,0.4184967093,0.5063519226,0.4697703402
0.2169470452,0.6367997085,0.4301129668,0.5985641959,0.7996564,0.5258842418,0.7113321964,0.9401658201,0.5146894129,0.0504883276,0.5424640315
0.184292309,0.6190591366,0.5819971738,0.8084409866,0.3537616883,0.3802466164,0.5382907228,0.3781180247,0.6503862017,0.3765271218,0.4871119982
0.7926318222,0.8424155237,0.1675928151,0.6580500747,0.2105991272,0.3959849989,0.0662418883,0.8985152706,0.6276427582,0.4847385976,0.5144412877
0.4048671932,0.8445898034,0.1215383061,0.83498016,0.4431539997,0.9211947061,0.3608644018,0.1544861961,0.8613605266,0.8755538152,0.5822589108
0.2049745237,0.0456528356,0.4946129518,0.7869716976,0.8540938222,0.8483746406,0.167218314,0.3923845449,0.2264926652,0.8176045162,0.4838380512
0.7689116667,0.0191244874,0.6600200399,0.9365044818,0.6771745621,0.8706191676,0.3324894807,0.7434164505,0.7691344381,0.9601322394,0.6737527014
0.2281550481,0.1740016313,0.8047220428,0.3496933542,0.0089817918,0.2478760425,0.2708880608,0.3698461936,0.4023622386,0.1322485874,0.2988774991
0.2454000087,0.6073367624,0.1779014231,0.740012961,0.3943084599,0.0319952457,0.5883876015,0.5615267744,0.4243797907,0.8148802668,0.4586129294
0.3791312906,0.1932914578,0.8340047542,0.0391513305,0.1297959397,0.5111793163,0.9097704981,0.4622854209,0.2545957672,0.6789049362,0.4392110711
0.4224176602,0.4827508153,0.852906568,0.227139703,0.83244417,0.8618883598,0.475015746,0.1033322308,0.2317345534,0.8773779846,0.5367007791
0.2355808183,0.4771345626,0.4847147474,0.4134822413,0.2171475235,0.8790232074,0.4454774871,0.8055351251,0.4405499818,0.8698572782,0.5268502973
0.6204153919,0.8196812724,0.063148736,0.4544201461,0.8588326033,0.1929446757,0.9655994624,0.7686031014,0.6552300965,0.2201952296,0.5619070715
0.447508038,0.0776477568,0.7029460454,0.300414606,0.3047874602,0.5353902155,0.1623029658,0.7798032062,0.6387224463,0.3940375191,0.4343560259
0.6571811908,0.8743032645,0.8711720817,0.1418959382,0.2877855059,0.0883196052,0.020919146,0.7332629934,0.8938547303,0.4614691278,0.5030163584
0.6031202716,0.5142701222,0.2811504006,0.6662690076,0.9686902682,0.139983004,0.8592136833,0.9342897311,0.9085861053,0.5144437803,0.6390016374
0.1544849607,0.3560941434,0.5920915371,0.8574310062,0.6565087494,0.8968789973,0.3928212216,0.8188117151,0.6766822035,0.0315436679,0.5433348202
0.2128492347,0.3338633948,0.9058469324,0.0840213164,0.475759333,0.1936324388,0.1723409221,0.496678479,0.9268954322,0.0661956524,0.3868083136
0.9581476073,0.5300157038,0.580465775,0.2392980079,0.1962847114,0.5491560432,0.3792810119,0.0554983946,0.4834457743,0.2878671172,0.4259460147
0.5699421749,0.6379307355,0.643961261,0.1620337125,0.4953617416,0.3004700104,0.0589127098,0.8881829637,0.119281726,0.7355949138,0.4611671949
0.9197266316,0.3321309607,0.0694583086,0.8255735645,0.416152277,0.5452176416,0.0192060033,0.5884931991,0.0418961211,0.9461014355,0.4703956143
0.6546888519,4.37283888459206E-005,0.4761171392,0.2351546269,0.2393417363,0.6724018506,0.7843106701,0.6186227482,0.7279002452,0.2677564449,0.4676338042
0.9064898654,0.2978424206,0.9056871803,0.5504511264,0.4598761331,0.401048922,0.8509211373,0.518788843,0.2892318857,0.9702028632,0.6150540377
0.2543837568,0.2089585178,0.3023338239,0.3238420654,0.0345320823,0.7184861009,0.8690597075,0.0537380856,0.3069793005,0.9109558286,0.3983269269
0.999839521,0.9616681524,0.910999557,0.4759566602,0.1968227793,0.1503412933,0.1483585108,0.9811334494,0.7689640415,0.876258756,0.6470342721
0.2488898942,0.6754539069,0.1741011767,0.1545770746,0.2259050338,0.6339773098,0.555625997,0.076826171,0.1527661532,0.8448578827,0.37429806
0.0470290342,0.40714991,0.0538164005,0.3493628581,0.7309919759,0.0883484827,0.067848959,0.6000516834,0.1420865683,0.3748282595,0.2861514132
0.511007512,0.1419260893,0.3364964118,0.422007069,0.6178827495,0.5333191911,0.5723483623,0.7662412603,0.5144526409,0.3413124038,0.475699369
0.6425000168,0.7633425351,0.0167663107,0.8166011935,0.9179196102,0.2426713444,0.4505785038,0.4735456072,0.3194975154,0.603344657,0.5246767294
0.3184034899,0.3665265497,0.010494567,0.3722198908,0.7158894078,0.7414865429,0.4605683736,0.7837383673,0.3415382262,0.6026549423,0.4713520357
0.1585666267,0.8525457382,0.7445810316,0.495063039,0.2745528072,0.3624637816,0.0283822301,0.8469011695,0.1287050419,0.542834871,0.4434596337
0.1882135733,0.7712050588,0.3061774066,0.2049798844,0.5878062528,0.2240970167,0.4476512289,0.0383847565,0.6976426239,0.7671487448,0.4233306547
0.6417294135,0.0160461138,0.1336752945,0.6522239805,0.3882660046,0.8495647027,0.3937105238,0.8488343786,0.63330307,0.7352487501,0.5292602232
0.451489321,0.7918696967,0.5877944888,0.1960703526,0.2869327357,0.862347296,0.5585341342,0.3153149663,0.709248466,0.6872391766,0.5446840634
0.8581498372,0.8974620393,0.4584442354,0.1643272438,0.1024419237,0.0462504881,0.3884242605,0.550093153,0.0846352447,0.0860668845,0.363629531
0.3172418978,0.7263646582,0.1021129987,0.4509171923,0.3785886392,0.4903790033,0.300481895,0.772299163,0.339213382,0.933784965,0.4811383795
0.5075479131,0.7907027029,0.7256546621,0.0953424019,0.986773056,0.0125873978,0.9576896983,0.5453071902,0.3279023641,0.6669381643,0.5616445551
0.2325463668,0.1860522018,0.5644002035,0.6909906026,0.3503794456,0.6668421277,0.7372410907,0.7388037066,0.2169352807,0.8218763359,0.5206067362
0.8248705911,0.5341771785,0.5482409941,0.9269835898,0.9850943708,0.9268296333,0.4173625936,0.2855762662,0.6991287963,0.7565759756,0.6904839989
0.2193612312,0.2066767099,0.547278679,0.9450158933,0.3020191118,0.534051735,0.9576032916,0.2597088101,0.0793589251,0.2855056557,0.4336580043
