@relation whatever

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute label numeric


@data
0.111860624 , 0.8924994599 , 0.8126440626 , 0.8216582439 , 0.5422731265 , 0.1863088729 , 0.5583119448 , 0.81205793 , 0.8391345674 , 0.9339109925 , 0.5020838741 
0.2470342722 , 0.7580785863 , 0.4745600871 , 0.6598564931 , 0.0453906227 , 0.7067165659 , 0.3900724994 , 0.5287006111 , 0.7906996389 , 0.0007268884 , 0.2854722894 
0.8144840836 , 0.7112649567 , 0.9028684325 , 0.0010998095 , 0.8805557303 , 0.7295097718 , 0.5264921277 , 0.2454941836 , 0.8413703959 , 0.4189915876 , 0.4512937127 
0.092609379 , 0.2223143824 , 0.3034227043 , 0.89456817 , 0.1452775882 , 0.0686192331 , 0.8601015392 , 0.07886753 , 0.9295958597 , 0.6407377925 , 0.6630286397 
0.2444471191 , 0.221340585 , 0.7733226446 , 0.0835816865 , 0.1552515775 , 0.1474258904 , 0.9349104241 , 0.4022858497 , 0.9055044767 , 0.4094705111 , 0.2783093168 
0.3706391179 , 0.857097418 , 0.5959949922 , 0.2905601789 , 0.7853878578 , 0.7201050157 , 0.6064540236 , 0.4923423412 , 0.8639498926 , 0.4056426119 , 0.9508950999 
0.2746134927 , 0.8198685576 , 0.0154750729 , 0.2727887686 , 0.8674999205 , 0.6915377425 , 0.7924945853 , 0.7850007126 , 0.8820324931 , 0.2756550726 , 0.4522148422 
0.9068867164 , 0.4529417306 , 0.9092666334 , 0.7213708004 , 0.1642066874 , 0.8121350659 , 0.7224706099 , 0.0447624177 , 0.5416448377 , 0.2489627376 , 0.3940597603 
0.0541897588 , 0.9746418721 , 0.4979694556 , 0.3576124636 , 0.8692100421 , 0.6432470437 , 0.4262316967 , 0.7293115812 , 0.7221145737 , 0.3558275565 , 0.383015234 
0.3483948475 , 0.0460438738 , 0.6292190403 , 0.592841967 , 0.2673844588 , 0.4025416849 , 0.6764236535 , 0.4226360368 , 0.5499675758 , 0.6113340775 , 0.2416775331 
0.4554720526 , 0.0208045891 , 0.8870642297 , 0.4063671525 , 0.1369916666 , 0.3392790719 , 0.8859628639 , 0.043878383 , 0.792220803 , 0.7952294974 , 0.33406411 
0.9564274903 , 0.6073645637 , 0.4877197938 , 0.0011899085 , 0.1490094014 , 0.7366825314 , 0.2914465098 , 0.5320246355 , 0.4046368571 , 0.6398413577 , 0.3027541454 
0.0338558974 , 0.2326833247 , 0.8454529685 , 0.4363975828 , 0.9091069782 , 0.2680890053 , 0.9863651586 , 0.5204410562 , 0.0930108922 , 0.4418372111 , 0.3306514802 
0.9800751219 , 0.8482043641 , 0.678237312 , 0.3193541938 , 0.734167228 , 0.722115695 , 0.1115749967 , 0.5293967254 , 0.4873648789 , 0.0680024875 , 0.3837302172 
0.3700493737 , 0.0927536921 , 0.2129249745 , 0.9660443659 , 0.383313871 , 0.9983128323 , 0.6861493816 , 0.9897678946 , 0.4906551735 , 0.5500992741 , 0.9750846727 
0.3954105065 , 0.7652686667 , 0.3699678318 , 0.4108855794 , 0.0380574353 , 0.2374677528 , 0.1024233219 , 0.830552021 , 0.0224684654 , 0.9844558151 , 0.285770691 
0.3606389058 , 0.8177953265 , 0.1164040617 , 0.0004802635 , 0.3958638362 , 0.150259959 , 0.2331635882 , 0.2413168051 , 0.5866575418 , 0.1422705669 , 0.146869303 
0.5730227004 , 0.6627116231 , 0.6024167025 , 0.014859912 , 0.2039572685 , 0.5824918244 , 0.8630642761 , 0.8821945805 , 0.9018460186 , 0.597231504 , 0.4204722637 
0.0134210153 , 0.1266282294 , 0.0916751544 , 0.0814235029 , 0.263389519 , 0.0667598271 , 0.1506158989 , 0.54916021 , 0.7785270317 , 0.5112548051 , 0.1296827766 
0.8949310933 , 0.5117350686 , 0.762819373 , 0.0451910524 , 0.7448986573 , 0.0041361782 , 0.6318485946 , 0.8871692242 , 0.5135419886 , 0.204871295 , 0.3693600687 
0.1159586916 , 0.219731207 , 0.7538381158 , 0.698450516 , 0.0827954831 , 0.6360326963 , 0.6002965346 , 0.6800269871 , 0.2403429719 , 0.6137175504 , 0.2786432541 
0.3320181267 , 0.6951410533 , 0.0700447359 , 0.3987779538 , 0.8457569527 , 0.6192049459 , 0.1773049855 , 0.3570117578 , 0.9861604823 , 0.0722360788 , 0.2992731831 
0.7489798553 , 0.1174271316 , 0.6136454837 , 0.7531160335 , 0.7492757263 , 0.5008147079 , 0.2666580225 , 0.9541470213 , 0.0506955553 , 0.3826167141 , 0.3461202609 
0.1062070937 , 0.0766582247 , 0.9590976872 , 0.6041765492 , 0.4342706883 , 0.8283077292 , 0.247423593 , 0.8605023851 , 0.5576193104 , 0.9695381671 , 0.8045336711 
0.216329942 , 0.9276686842 , 0.0622918592 , 0.4292549165 , 0.8937130501 , 0.4456057302 , 0.4275677493 , 0.5798624321 , 0.4353736248 , 0.9182229228 , 0.2566737118 
0.6813637652 , 0.9367006994 , 0.6809093398 , 0.2950813156 , 0.7433559163 , 0.0129274665 , 0.9902223689 , 0.8134006523 , 0.4117054204 , 0.8359793215 , 0.495564417 
0.5890104063 , 0.1929910793 , 0.4187660804 , 0.6612464851 , 0.0617379062 , 0.1677459362 , 0.7786736167 , 0.6753833899 , 0.9208619697 , 0.527949343 , 0.3217933628 
0.1299617062 , 0.8307841318 , 0.6834915895 , 0.4999295385 , 0.2416697112 , 0.7215490253 , 0.7373972912 , 0.3440930336 , 0.5521010463 , 0.7598657566 , 0.1875199922 
0.2268936536 , 0.5701367063 , 0.6559745935 , 0.0314273252 , 0.6512039369 , 0.9126483053 , 0.4719936927 , 0.332567702 , 0.8493490047 , 0.1529030325 , 0.3142972826 
0.592704921 , 0.165830499 , 0.6178713865 , 0.4061055733 , 0.5775359198 , 0.4538507084 , 0.8387111714 , 0.1665463261 , 0.6468417877 , 0.2574772523 , 0.2680886811 
0.7085796939 , 0.4252231885 , 0.6064664284 , 0.3839630843 , 0.3460851582 , 0.1344157713 , 0.5601611827 , 0.5336051509 , 0.6165121361 , 0.7870548363 , 0.2934029195 
0.3285488486 , 0.65830814 , 0.8365239813 , 0.2876465362 , 0.2624846897 , 0.2707946696 , 0.1159542655 , 0.5099082827 , 0.1312970552 , 0.6735735764 , 0.2724867295 
0.7549457941 , 0.1851350353 , 0.2904758547 , 0.0875134962 , 0.03448404 , 0.4433788871 , 0.7151625138 , 0.6271889615 , 0.6092093866 , 0.3330339007 , 0.2280898024 
0.4794464498 , 0.3476269972 , 0.6012422605 , 0.541738309 , 0.7768819137 , 0.4949553111 , 0.9873440391 , 0.2044496629 , 0.0748177432 , 0.4227176644 , 0.1867453065 
0.8720057067 , 0.3532916326 , 0.4337263969 , 0.1294829589 , 0.1810844438 , 0.1423060913 , 0.5547061474 , 0.7875508722 , 0.5262691756 , 0.9007913056 , 0.3159455461 
0.0864303582 , 0.4343964565 , 0.5384787801 , 0.8734851945 , 0.5381383142 , 0.8109655101 , 0.6919673565 , 0.2930841083 , 0.9961005454 , 0.9824432111 , 0.471849225 
0.0305845854 , 0.4258220983 , 0.0957601187 , 0.6577735469 , 0.0350314849 , 0.4287940194 , 0.6910680821 , 0.2217767914 , 0.2156786285 , 0.5630737888 , 0.1699516833 
0.6494050259 , 0.6925567477 , 0.7561528683 , 0.7917111171 , 0.2472628951 , 0.5437037405 , 0.3179802927 , 0.1480542007 , 0.4656703845 , 0.404410651 , 0.2960116481 
0.004149165 , 0.2778958455 , 0.1205889718 , 0.8151146751 , 0.969863202 , 0.41367308 , 0.8112152205 , 0.9523064131 , 0.7942706849 , 0.8417998059 , 0.477240747 
0.8900308041 , 0.4995733532 , 0.4131599967 , 0.3188248235 , 0.1906414353 , 0.6349367886 , 0.5345034525 , 0.7537152241 , 0.2100052126 , 0.1839084784 , 0.2685272798 
0.9661580808 , 0.9756195955 , 0.6935348669 , 0.5098618218 , 0.2935998882 , 0.8415890676 , 0.9755322062 , 0.6980105392 , 0.4240397252 , 0.9796813712 , 0.599918485 
0.544628697 , 0.7947960463 , 0.9457695871 , 0.9583017775 , 0.6060112668 , 0.8980760002 , 0.7525724624 , 0.4478110732 , 0.276204512 , 0.6426032665 , 0.5171061698 
0.6893645092 , 0.9614280905 , 0.1380258617 , 0.3243012978 , 0.4959315429 , 0.8917410858 , 0.5343065104 , 0.6798400213 , 0.3380130576 , 0.5004645917 , 0.3677323665 
0.0315479245 , 0.0103264134 , 0.949059505 , 0.8731369921 , 0.9858586197 , 0.6470700442 , 0.2971767178 , 0.9655399914 , 0.6229764288 , 0.8418054148 , 0.5172118381 
0.5687460159 , 0.8001071922 , 0.366347305 , 0.4668220165 , 0.5526796551 , 0.8141583782 , 0.7430265285 , 0.1952829217 , 0.7615428045 , 0.4323910377 , 0.3641218653 
0.1226725862 , 0.2047794494 , 0.2535017962 , 0.8061641757 , 0.7047089878 , 0.4951715074 , 0.527713201 , 0.4421062791 , 0.8392645409 , 0.0798142473 , 0.8995686662 
0.6526425551 , 0.791309752 , 0.2909988463 , 0.3324825764 , 0.1293228096 , 0.791463438 , 0.9879421932 , 0.1608707341 , 0.8017898514 , 0.9370016982 , 0.4413225502 
0.2019720362 , 0.16781339 , 0.7381223878 , 0.0384960175 , 0.4554599263 , 0.0006070775 , 0.3092906876 , 0.5714141917 , 0.5105153602 , 0.4405877427 , 0.7876484711 
0.331184444 , 0.7531884625 , 0.2070481717 , 0.1729898592 , 0.5135245007 , 0.7757941876 , 0.9730970515 , 0.8798718057 , 0.2426162041 , 0.5257767066 , 0.3671730501 
0.9856427331 , 0.7210596288 , 0.4555729884 , 0.4180337708 , 0.8777706409 , 0.3551416546 , 0.1747261067 , 0.5304131964 , 0.1464514066 , 0.465724953 , 0.3320539577 
0.2757742163 , 0.2571883909 , 0.8508379664 , 0.4366449504 , 0.0589782423 , 0.7878396646 , 0.4706526767 , 0.8466267134 , 0.3719114074 , 0.8018371211 , 0.3400502713 
0.5789595791 , 0.9748269804 , 0.113339677 , 0.3547537667 , 0.9479240319 , 0.9932114827 , 0.5973699712 , 0.473700739 , 0.6872416665 , 0.5830127043 , 0.4702655167 
0.2449877681 , 0.9899618104 , 0.7882147399 , 0.8462300291 , 0.5317001194 , 0.5650966535 , 0.3411853402 , 0.519044159 , 0.7695463169 , 0.4160030833 , 0.1428146549 
0.9417618234 , 0.8922189032 , 0.6207825327 , 0.1952636195 , 0.6983830789 , 0.325491521 , 0.6904351269 , 0.2260962804 , 0.7675978001 , 0.5296996683 , 0.0725310086 
0.1757725817 , 0.602944205 , 0.6444077161 , 0.6414975347 , 0.4658399783 , 0.9201819324 , 0.8986859256 , 0.3166779447 , 0.3568268828 , 0.957664168 , 0.4237327177 
0.3059105277 , 0.9695698363 , 0.6975130583 , 0.0440329155 , 0.0080658542 , 0.1529729846 , 0.044639993 , 0.3173565418 , 0.7243871763 , 0.5551553536 , 0.8274795595 
0.4764290168 , 0.6293166806 , 0.4041060582 , 0.0553885959 , 0.604143661 , 0.5174457352 , 0.410142363 , 0.5520676933 , 0.5106572178 , 0.0075123343 , 0.2155956073 
0.7579442845 , 0.9693749449 , 0.545117164 , 0.5461590244 , 0.8156049741 , 0.0768172834 , 0.1112556779 , 0.1567903142 , 0.5958614424 , 0.8808019948 , 0.1978988843 
0.2205288 , 0.3407135392 , 0.5915715136 , 0.2930598087 , 0.8386698486 , 0.7673440957 , 0.8960040142 , 0.4830775647 , 0.4088416304 , 0.3618439925 , 0.3227013331 
0.3075275565 , 0.6785219372 , 0.7600863799 , 0.2651917245 , 0.7830395466 , 0.5875659394 , 0.0694826064 , 0.2594685638 , 0.2168826205 , 0.4735886646 , 0.25048839 
0.8210262815 , 0.9910343997 , 0.7249995228 , 0.3730939748 , 0.5016916175 , 0.7325118571 , 0.3988624071 , 0.6995905018 , 0.3230368956 , 0.6193912071 , 0.4245841252 
0.5727933976 , 0.5376232658 , 0.773020898 , 0.1935759303 , 0.7328868853 , 0.4714039774 , 0.5190674514 , 0.4233220126 , 0.6975002578 , 0.2866652519 , 0.9146084096 
0.8789738896 , 0.6819525054 , 0.8084550304 , 0.3620514544 , 0.0907941358 , 0.1702990229 , 0.7653109515 , 0.3983216924 , 0.8488209601 , 0.5253973315 , 0.3800480844 
0.6318605067 , 0.1129632713 , 0.7329960237 , 0.8913290706 , 0.3298458918 , 0.2065846887 , 0.2061862308 , 0.1508721733 , 0.1976190885 , 0.9311857536 , 0.2866670016 
0.6993107065 , 0.6636976111 , 0.9228285556 , 0.3989012083 , 0.9867345067 , 0.5422197632 , 0.4392052498 , 0.9013429163 , 0.4546707794 , 0.3181791394 , 0.4521195745 
0.2631258098 , 0.6802305942 , 0.674089558 , 0.4334248328 , 0.4455415457 , 0.0724112503 , 0.2822457929 , 0.9709388777 , 0.7359246677 , 0.9141062996 , 0.3777513764 
0.9530216809 , 0.0034107855 , 0.2562350882 , 0.6505347393 , 0.0474437014 , 0.2643009424 , 0.8035077238 , 0.0920836944 , 0.5816574842 , 0.5278949002 , 0.4689206919 
0.4137480408 , 0.6755053806 , 0.0116216014 , 0.564620214 , 0.8731244691 , 0.942807355 , 0.0885863625 , 0.5724351755 , 0.606504966 , 0.0114149186 , 0.3301166203 
0.5932394732 , 0.5536346817 , 0.4105416341 , 0.4945823895 , 0.0083054611 , 0.7287207735 , 0.0778778116 , 0.271431271 , 0.4089513677 , 0.7519673696 , 0.2415139588 
0.8544929139 , 0.8243786199 , 0.9871018967 , 0.8254317916 , 0.560303288 , 0.9012081963 , 0.9093339406 , 0.0292239799 , 0.706643567 , 0.3230819814 , 0.5623051388 
0.7182651684 , 0.8877021954 , 0.5778538296 , 0.6610725238 , 0.9762885584 , 0.1502890056 , 0.2675774898 , 0.987703477 , 0.1216253899 , 0.860816963 , 0.4853532555 
0.532167024 , 0.355399353 , 0.5496436199 , 0.2608877975 , 0.4332771646 , 0.8210748909 , 0.6698391656 , 0.1852445342 , 0.5259309947 , 0.5243320796 , 0.2676101657 
0.647239048 , 0.3396017686 , 0.4972698451 , 0.1923562121 , 0.885760793 , 0.3128748192 , 0.2691734959 , 0.9970164713 , 0.4696651334 , 0.8650349383 , 0.5130328913 
0.5699264421 , 0.4142410876 , 0.2590978118 , 0.599150422 , 0.120884655 , 0.5821797932 , 0.3038797826 , 0.8391498234 , 0.4698819886 , 0.8817336126 , 0.3070829739 
0.446170547 , 0.0320226182 , 0.7677998375 , 0.4338740241 , 0.1536480081 , 0.6286168005 , 0.9752121828 , 0.6858150321 , 0.9840161535 , 0.5248558028 , 0.4061766121 
0.4172933181 , 0.3459306937 , 0.6165419952 , 0.6025378522 , 0.8718616883 , 0.1408740748 , 0.6121610068 , 0.3848945796 , 0.4906379459 , 0.1820874489 , 0.2613732331 
0.7497357577 , 0.7812378714 , 0.9200203228 , 0.3319155509 , 0.0851176539 , 0.7591701462 , 0.8017975399 , 0.9668512666 , 0.2593924939 , 0.247968087 , 0.4419079276 
0.0271923314 , 0.6818421115 , 0.1525218929 , 0.6558091319 , 0.6570542944 , 0.838336925 , 0.6398252859 , 0.1819100976 , 0.7850397551 , 0.057118604 , 0.3115543411 
0.4015817503 , 0.6596564567 , 0.3997024801 , 0.5424558255 , 0.2718174635 , 0.7845970597 , 0.0330937714 , 0.4539049123 , 0.5837327274 , 0.7828295296 , 0.2900603054 
0.8778184662 , 0.042458531 , 0.4026582045 , 0.6508393646 , 0.2360344618 , 0.1355450898 , 0.122243342 , 0.7551019131 , 0.5588671025 , 0.8197435997 , 0.5037530502 
0.0417671651 , 0.5118887834 , 0.8231543852 , 0.2980022538 , 0.1624235227 , 0.8705980866 , 0.5623031962 , 0.9659312465 , 0.9626817815 , 0.1439606808 , 0.3202604381 
0.4938261472 , 0.6099208295 , 0.4835624495 , 0.9910959923 , 0.8022770421 , 0.3693232429 , 0.3039708119 , 0.071450538 , 0.3663397143 , 0.7736359453 , 0.9165426204 
0.9364854763 , 0.2441581804 , 0.8160944767 , 0.3391436809 , 0.8949975451 , 0.0521289385 , 0.4746887712 , 0.017240887 , 0.8072308516 , 0.0335558737 , 0.5223156908 
0.8369844868 , 0.8489980171 , 0.5454446576 , 0.6601388725 , 0.1470002709 , 0.7078681802 , 0.5307369591 , 0.7093034671 , 0.6737994272 , 0.4934187406 , 0.28598559 
0.8463528194 , 0.4385074829 , 0.2053171541 , 0.5034071137 , 0.2768444084 , 0.8451424399 , 0.6853172113 , 0.0618841634 , 0.9022610444 , 0.2131580031 , 0.332808499 
0.561917501 , 0.6128604831 , 0.0059217392 , 0.8337349645 , 0.3974575428 , 0.0390155111 , 0.2876398768 , 0.9811902707 , 0.8218450407 , 0.522782661 , 0.3540195044 
0.9365901211 , 0.8430430992 , 0.7478665179 , 0.853132742 , 0.1301548039 , 0.2701822086 , 0.0176434498 , 0.4161403938 , 0.8196902308 , 0.8639962692 , 0.4556866971 
0.0250073853 , 0.3674033829 , 0.1314922855 , 0.8701498252 , 0.0527205947 , 0.1933764489 , 0.7724108696 , 0.2658785977 , 0.6568423626 , 0.3343283706 , 0.2160762796 
0.6627641022 , 0.1680633351 , 0.2761966237 , 0.7017796133 , 0.4557032124 , 0.2573868944 , 0.5236246539 , 0.9784858734 , 0.7423302159 , 0.4602147751 , 0.3304663343 
0.4901967337 , 0.313347517 , 0.9516837765 , 0.7603789428 , 0.3309909669 , 0.3678241707 , 0.5800691736 , 0.1949872361 , 0.2224720479 , 0.6050765589 , 0.2857319015 
0.3539643334 , 0.4752263846 , 0.6151112141 , 0.5473407824 , 0.2476372542 , 0.8809898118 , 0.204183145 , 0.5819656253 , 0.7597288927 , 0.8669472472 , 0.3575702127 
0.0359255164 , 0.5687268605 , 0.2057321728 , 0.2933124113 , 0.0923515144 , 0.1842180463 , 0.0356426272 , 0.5525662899 , 0.0057470188 , 0.5258393609 , 0.1078703836 
0.9574307958 , 0.2862183037 , 0.1969047743 , 0.3252549665 , 0.8662874778 , 0.3918920103 , 0.5477270144 , 0.4713640367 , 0.9542826298 , 0.9016913478 , 0.4293081833 
0.5693938439 , 0.4490321302 , 0.1942276759 , 0.4503836557 , 0.6532152751 , 0.7761933012 , 0.2101125484 , 0.5201625228 , 0.5262222616 , 0.2460380653 , 0.2447736199 
0.8532641479 , 0.1676255744 , 0.1033395706 , 0.3368265978 , 0.1587215667 , 0.9056166126 , 0.7061498407 , 0.4626923786 , 0.9770671506 , 0.072489555 , 0.7319544349 
0.1812408981 , 0.9161724811 , 0.5749931037 , 0.733807188 , 0.9219195005 , 0.1008324646 , 0.5997209949 , 0.8793502962 , 0.3870507688 , 0.7966257692 , 0.4518756217 
0.2363283243 , 0.913552627 , 0.3166477354 , 0.052422801 , 0.2526963083 , 0.2116452809 , 0.1045517395 , 0.7273850795 , 0.228886168 , 0.9117825911 , 0.2533382466 
0.7609409532 , 0.0658706552 , 0.7607806083 , 0.3063856107 , 0.7260095277 , 0.9077808792 , 0.0142537914 , 0.2567464868 , 0.6170843467 , 0.6880532186 , 0.7523322771 
0.1428004098 , 0.654023625 , 0.671292705 , 0.7121942542 , 0.1030557551 , 0.8655203809 , 0.1625779099 , 0.7562710303 , 0.6417136821 , 0.3726904588 , 0.3314811505 
0.7501652278 , 0.4703484946 , 0.855678793 , 0.8535047984 , 0.8071750924 , 0.0144003597 , 0.759121411 , 0.5133249331 , 0.4770927387 , 0.7361885617 , 0.1679359437 
0.3653229368 , 0.8998903786 , 0.1580790007 , 0.5465638349 , 0.8160628602 , 0.7330721044 , 0.2803710229 , 0.7379823606 , 0.833904569 , 0.8800920178 , 0.4563522505 
0.2209553379 , 0.6767177875 , 0.8219379196 , 0.4742935845 , 0.8652355676 , 0.5742701967 , 0.1989958682 , 0.0080359774 , 0.2282938217 , 0.8702885732 , 0.3334907622 
0.3313495768 , 0.7358089541 , 0.8828081419 , 0.0876206071 , 0.3775226362 , 0.2554986007 , 0.3640541607 , 0.5454585799 , 0.8742271247 , 0.7293770975 , 0.3372362331 
0.0323061254 , 0.2759409323 , 0.2614118191 , 0.7653782298 , 0.5563119552 , 0.9993941798 , 0.5992827988 , 0.436403973 , 0.6167268367 , 0.8202381372 , 0.3642329669 
0.5858144881 , 0.713421063 , 0.6497411886 , 0.902462224 , 0.7658438641 , 0.9024374969 , 0.114107505 , 0.8703956036 , 0.6298225764 , 0.3429936729 , 0.4386647562 
0.7821781947 , 0.39076353 , 0.4088643282 , 0.5429588035 , 0.6971491408 , 0.1348738559 , 0.4507396827 , 0.7114029322 , 0.3916203431 , 0.0678240294 , 0.9783573281 
0.3994561508 , 0.1417855709 , 0.5381725244 , 0.2551349439 , 0.9952903693 , 0.3453476168 , 0.269535304 , 0.7544117803 , 0.8586725504 , 0.7466280428 , 0.4935275898 
0.2412287747 , 0.363816163 , 0.7066235375 , 0.5725783515 , 0.0996251171 , 0.5894316793 , 0.6601989586 , 0.4771477534 , 0.84493028 , 0.0242531192 , 0.2753099218 
0.4906003419 , 0.4444870385 , 0.4600491058 , 0.1403415306 , 0.3469492625 , 0.2258929699 , 0.042779028 , 0.4610567675 , 0.0962885735 , 0.6726016044 , 0.7191574047 
0.4679552927 , 0.7514635301 , 0.029571149 , 0.7293671118 , 0.5168417599 , 0.5858831042 , 0.7287612916 , 0.1161245592 , 0.0222870777 , 0.3454881283 , 0.259135154 
0.1354088383 , 0.7841528845 , 0.230894418 , 0.1137661668 , 0.7970878375 , 0.7244220083 , 0.1001594728 , 0.0383166121 , 0.0882381713 , 0.8067830103 , 0.2529807423 
